0.033367,32.808
0.066733,32.793
0.1001,33.042
0.13347,32.232
0.16683,29.15
0.2002,25.435
0.23357,22.493
0.26693,20.596
0.3003,19.799
0.33367,19.054
0.36703,18.766
0.4004,18.686
0.43377,18.861
0.46713,19.044
0.5005,19.134
0.53387,19.244
0.56723,19.51
0.6006,19.899
0.63397,20.431
0.66733,21.137
0.7007,21.953
0.73407,22.834
0.76743,23.677
0.8008,24.378
0.83417,25.152
0.86753,25.83
0.9009,26.612
0.93427,27.315
0.96763,28.165
1.001,29.183
1.0344,31.175
1.0677,31.18
1.1011,31.981
1.1345,32.788
1.1678,33.672
1.2012,34.435
1.2346,35.287
1.2679,36.157
1.3013,37.143
1.3347,37.92
1.368,38.264
1.4014,37.409
1.4348,34.726
1.4681,31.054
1.5015,28.138
1.5349,26.252
1.5682,25.098
1.6016,24.541
1.635,24.233
1.6683,24.014
1.7017,24.029
1.7351,23.881
1.7684,23.717
1.8018,23.598
1.8352,23.58
1.8685,23.817
1.9019,24.324
1.9353,24.74
1.9686,25.324
2.002,25.939
2.0354,27.739
2.0687,27.376
2.1021,27.725
2.1355,28.251
2.1688,28.848
2.2022,29.478
2.2356,30.197
2.2689,30.789
2.3023,31.546
2.3357,32.142
2.369,32.934
2.4024,33.574
2.4358,34.426
2.4691,35.084
2.5025,35.322
2.5359,34.419
2.5692,31.249
2.6026,27.342
2.636,24.488
2.6693,22.931
2.7027,21.935
2.7361,21.342
2.7694,21.191
2.8028,21.083
2.8362,21.045
2.8695,20.899
2.9029,20.677
2.9363,20.525
2.9696,20.617
3.003,20.836
3.0364,22.323
3.0697,22.05
3.1031,22.677
3.1365,23.237
3.1698,23.826
3.2032,24.403
3.2366,24.886
3.2699,25.398
3.3033,25.944
3.3367,26.594
3.37,27.326
3.4034,28.058
3.4368,28.787
3.4701,29.405
3.5035,30.263
3.5369,31.085
3.5702,32.065
3.6036,32.037
3.637,30.624
3.6703,26.929
3.7037,22.928
3.7371,19.858
3.7704,18.083
3.8038,16.883
3.8372,16.083
3.8705,15.893
3.9039,15.802
3.9373,15.807
3.9706,15.725
4.004,15.509
4.0374,16.052
4.0707,15.51
4.1041,15.793
4.1375,16.185
4.1708,16.718
4.2042,17.267
4.2376,17.888
4.2709,18.438
4.3043,19.014
4.3377,19.658
4.371,20.322
4.4044,21.017
4.4378,21.701
4.4711,22.203
4.5045,22.743
4.5379,23.274
4.5712,23.823
4.6046,24.446
4.638,25.057
4.6713,25.759
4.7047,26.331
4.7381,26.51
4.7714,25.427
4.8048,22.34
4.8382,18.743
4.8715,16.059
4.9049,14.622
4.9383,13.645
4.9716,13.206
5.005,13.109
5.0384,14.35
5.0717,13.882
5.1051,14.011
5.1385,14.129
5.1718,14.355
5.2052,14.706
5.2386,15.388
5.2719,15.95
5.3053,16.782
5.3387,17.648
5.372,18.334
5.4054,19.043
5.4388,19.804
5.4721,20.455
5.5055,21.124
5.5389,21.813
5.5722,22.397
5.6056,23.253
5.639,24.084
5.6723,24.808
5.7057,25.578
5.7391,26.299
5.7724,27.072
5.8058,27.719
5.8392,28.468
5.8725,28.92
5.9059,28.481
5.9393,26.166
5.9726,23.819
6.006,21.101
6.0394,19.435
6.0727,17.93
6.1061,17.439
6.1395,17.358
6.1728,17.517
6.2062,17.614
6.2396,17.727
6.2729,17.694
6.3063,17.711
6.3397,17.874
6.373,18.268
6.4064,18.822
6.4398,19.489
6.4731,20.192
6.5065,20.888
6.5399,21.484
6.5732,22.125
6.6066,22.614
6.64,23.371
6.6733,23.785
6.7067,24.413
6.7401,24.945
6.7734,25.574
6.8068,26.127
6.8402,26.914
6.8735,27.437
6.9069,28.025
6.9403,28.072
6.9736,26.61
7.007,23.223
7.0404,20.569
7.0737,17.184
7.1071,16.054
7.1405,15.295
7.1738,14.823
7.2072,14.754
7.2406,14.889
7.2739,14.955
7.3073,14.861
7.3407,14.767
7.374,14.698
7.4074,15.043
7.4408,15.455
7.4741,15.833
7.5075,16.42
7.5409,17.028
7.5742,17.61
